Date,Region,Category,Product,Quantity,Unit_Price,Discount_Percent,Sales_Amount,Profit,Customer_Age,Customer_Rating,Payment_Method,Channel
2023-04-09,West,Electronics,Headphones,8,567.92,15,3765.17,1066.56,27,3.9,Credit Card,Online
2023-04-09,West,Furniture,Chair,8,363.05,10,2548.53,544.93,42,3.1,Cash,Online
2023-04-10,Central,Food,Dairy,4,27.02,0,104.65,23.18,39,5.0,E-Wallet,In-Store
2023-04-10,Central,Furniture,Shelf,5,340.71,5,1566.75,444.8,59,4.6,Cash,Online
2023-04-11,East,Toys,Doll,7,50.53,5,322.98,104.41,28,4.2,Cash,Online
2023-04-11,East,Toys,Doll,5,44.38,0,213.32,51.95,25,3.7,Credit Card,In-Store
2023-04-11,West,Furniture,Sofa,4,363.72,15,1188.72,286.5,65,4.4,Credit Card,Online
2023-04-12,East,Electronics,Tablet,5,514.98,20,1965.99,476.96,53,3.4,E-Wallet,Online
2023-04-12,West,Electronics,Headphones,8,484.19,15,3142.32,1290.04,46,4.3,Bank Transfer,In-Store
2023-04-12,West,Electronics,Smartphone,6,414.41,15,2017.13,894.88,29,4.1,Cash,Online
2023-04-13,Central,Furniture,Chair,5,303.9,20,1151.86,235.21,43,3.5,Credit Card,In-Store
2023-04-13,South,Electronics,Laptop,12,577.74,20,5255.49,1104.11,21,4.8,Cash,In-Store
2023-04-13,South,Food,Dairy,3,28.22,0,80.23,24.78,31,5.0,E-Wallet,In-Store
2023-04-14,North,Toys,Action Figure,5,43.29,5,193.43,39.02,22,3.0,E-Wallet,Online
2023-04-14,East,Food,Dairy,6,31.66,0,178.71,45.99,28,4.8,E-Wallet,Online
2023-04-15,North,Electronics,Smartphone,5,491.97,5,2182.47,699.82,22,3.5,Credit Card,In-Store
2023-04-15,East,Food,Bakery,5,26.58,20,99.28,35.01,47,4.7,E-Wallet,Online
2023-04-15,East,Electronics,Smartphone,2,530.84,0,991.56,299.24,61,3.5,E-Wallet,Online
2023-04-16,South,Furniture,Table,3,346.9,10,868.41,278.8,50,3.9,Cash,Online
2023-04-16,East,Food,Beverages,10,22.41,10,187.04,37.7,47,3.9,Cash,In-Store
2023-04-16,North,Furniture,Chair,7,310.7,0,2016.46,660.16,33,5.0,Cash,In-Store
2023-04-17,North,Furniture,Table,8,310.88,0,2289.06,551.71,40,3.9,E-Wallet,In-Store
2023-04-17,West,Clothing,Shoes,7,59.35,5,363.24,89.57,24,3.8,Bank Transfer,In-Store
2023-04-17,South,Electronics,Tablet,5,476.39,0,2192.36,947.43,21,3.9,Credit Card,Online
2023-04-18,North,Toys,Doll,11,40.26,10,364.18,155.96,19,5.0,Cash,In-Store
2023-04-18,East,Electronics,Smartphone,4,404.85,5,1405.62,400.67,22,4.5,Bank Transfer,Online
2023-04-19,West,Toys,Board Game,10,40.25,5,346.77,133.59,46,3.5,Credit Card,In-Store
2023-04-19,North,Electronics,Headphones,1,376.26,0,341.25,97.47,48,5.0,Cash,In-Store
2023-04-19,East,Furniture,Shelf,9,326.37,5,2530.82,1047.36,26,4.2,Credit Card,In-Store
2023-04-20,North,Food,Snacks,8,30.67,0,220.9,77.48,41,3.3,Credit Card,In-Store
2023-04-20,North,Food,Dairy,2,29.07,20,41.87,17.77,52,4.5,Bank Transfer,Online
2023-04-20,East,Clothing,Jeans,4,58.81,0,211.79,80.37,36,3.9,Cash,In-Store
2023-04-21,East,Toys,Board Game,5,33.74,20,120.61,51.61,28,1.5,E-Wallet,In-Store
2023-04-21,East,Toys,Doll,5,36.04,10,144.94,30.05,32,4.4,Credit Card,In-Store
2023-04-22,West,Toys,Puzzle,6,42.91,15,194.11,68.18,56,3.2,Credit Card,In-Store
2023-04-22,Central,Furniture,Sofa,9,271.06,0,2163.86,486.23,37,3.0,E-Wallet,In-Store
2023-04-22,East,Toys,Board Game,9,42.88,0,342.31,70.93,65,2.3,Cash,In-Store
2023-04-23,South,Food,Bakery,5,22.89,5,95.75,21.31,29,4.2,Credit Card,Online
2023-04-23,West,Furniture,Chair,2,367.34,0,646.82,217.5,31,3.9,Bank Transfer,Online
2023-04-23,South,Electronics,Laptop,8,449.39,20,2532.13,646.39,19,5.0,Cash,Online
2023-04-24,South,Toys,Doll,4,36.91,5,122.57,50.45,51,3.4,Cash,Online
2023-04-24,North,Toys,Action Figure,3,48.25,25,94.86,40.44,39,3.8,E-Wallet,Online
2023-04-24,North,Electronics,Headphones,8,437.14,15,2597.59,599.46,26,5.0,Credit Card,In-Store
2023-04-25,Central,Toys,Action Figure,3,34.23,0,89.07,39.39,33,2.4,Cash,Online
2023-04-25,West,Electronics,Headphones,9,488.34,10,3430.84,709.9,44,5.0,E-Wallet,In-Store
2023-04-26,West,Furniture,Sofa,7,327.23,0,1971.94,556.02,27,3.4,Credit Card,Online
2023-04-26,South,Food,Beverages,5,28.93,0,124.54,42.98,42,5.0,E-Wallet,In-Store
2023-04-26,North,Electronics,Tablet,7,414.05,0,2495.09,1034.61,49,4.6,Credit Card,Online
2023-04-27,North,Clothing,Shoes,6,61.31,20,251.46,67.69,32,3.7,E-Wallet,In-Store
2023-04-27,South,Electronics,Headphones,4,423.53,5,1375.15,425.23,18,3.0,Credit Card,In-Store
2023-04-27,East,Toys,Doll,10,33.62,10,258.53,70.38,34,4.4,Bank Transfer,In-Store
2023-04-28,West,Furniture,Sofa,6,371.49,0,1890.24,653.12,31,2.5,E-Wallet,Online
2023-04-28,West,Furniture,Shelf,6,349.33,5,1688.61,731.9,21,4.7,Credit Card,Online
2023-04-28,South,Electronics,Headphones,7,427.83,5,2412.73,895.74,45,2.9,Bank Transfer,Online
2023-04-29,Central,Food,Bakery,6,27.49,0,138.84,51.54,46,3.2,Cash,Online
2023-04-29,West,Clothing,T-Shirt,5,54.04,0,227.42,101.84,40,1.8,E-Wallet,Online
2023-04-30,East,Furniture,Table,4,373.54,5,1185.79,530.76,32,4.2,E-Wallet,Online
2023-04-30,East,Toys,Puzzle,3,34.3,10,77.36,28.42,39,4.3,Credit Card,In-Store
2023-04-30,South,Toys,Action Figure,7,32.08,0,187.58,50.29,29,4.0,Credit Card,In-Store
2023-05-01,North,Food,Beverages,4,26.28,25,65.36,19.21,46,2.8,Credit Card,In-Store
2023-05-01,South,Furniture,Sofa,5,327.47,0,1357.6,529.8,32,5.0,Cash,Online
2023-05-01,West,Electronics,Smartphone,7,490.27,5,2703.24,809.11,34,4.0,Credit Card,Online
2023-05-02,North,Toys,Puzzle,5,33.09,0,136.16,39.23,35,3.6,Cash,In-Store
2023-05-02,North,Food,Snacks,8,23.93,0,157.52,50.3,75,4.5,Credit Card,Online
2023-05-02,North,Furniture,Shelf,10,314.88,20,2073.03,662.67,24,3.8,E-Wallet,Online
2023-05-03,North,Furniture,Chair,11,272.49,15,2080.99,744.09,31,4.6,Credit Card,In-Store
2023-05-03,Central,Furniture,Shelf,8,370.89,10,2181.2,914.25,18,3.5,Credit Card,In-Store
2023-05-04,West,Furniture,Table,7,253.07,20,1148.9,406.29,41,4.9,Credit Card,In-Store
2023-05-04,East,Furniture,Chair,6,313.11,15,1294.57,470.79,60,4.7,E-Wallet,In-Store
2023-05-04,North,Toys,Action Figure,5,45.83,10,167.19,50.49,35,3.7,E-Wallet,In-Store
2023-05-05,East,Food,Snacks,3,23.27,15,47.75,11.27,29,4.3,Credit Card,In-Store
2023-05-05,East,Furniture,Chair,4,333.64,5,1020.17,363.34,37,4.1,E-Wallet,In-Store
2023-05-05,North,Clothing,Shoes,5,72.88,10,263.9,71.93,51,4.0,E-Wallet,Online
2023-05-06,South,Clothing,Jeans,11,53.71,15,401.09,99.09,55,3.1,Bank Transfer,In-Store
2023-05-06,South,Food,Snacks,3,31.47,0,75.39,29.94,24,3.2,Cash,Online
2023-05-06,East,Electronics,Headphones,2,484.55,20,619.21,139.07,46,3.9,Credit Card,In-Store
2023-05-07,East,Electronics,Smartphone,5,427.33,0,1693.85,732.4,36,4.1,Credit Card,Online
2023-05-07,North,Electronics,Smartphone,10,456.94,20,2897.99,650.8,56,3.5,Credit Card,Online
2023-05-08,South,Clothing,Jeans,7,57.37,0,315.99,129.27,67,3.9,E-Wallet,Online
2023-05-08,East,Electronics,Tablet,11,523.15,0,4528.38,1656.06,61,2.2,Cash,Online
2023-05-08,East,Toys,Board Game,7,47.93,0,263.99,78.85,25,4.0,E-Wallet,Online
2023-05-09,Central,Furniture,Table,5,364.94,20,1140.24,254.93,27,4.3,Credit Card,Online
2023-05-09,West,Clothing,T-Shirt,5,77.57,0,302.97,116.97,60,4.7,Credit Card,In-Store
2023-05-09,North,Food,Snacks,10,29.89,10,210.13,54.45,36,5.0,Bank Transfer,In-Store
2023-05-10,North,Food,Bakery,6,27.52,10,115.22,31.38,27,4.6,Bank Transfer,In-Store
2023-05-10,East,Furniture,Chair,5,290.88,0,1127.73,462.45,20,5.0,E-Wallet,In-Store
2023-05-11,North,Clothing,Jeans,3,64.34,25,111.42,36.78,39,4.2,Credit Card,In-Store
2023-05-11,East,Electronics,Laptop,6,369.24,0,1705.26,562.1,32,4.0,Bank Transfer,In-Store
2023-05-11,Central,Electronics,Smartphone,5,527.59,10,1827.41,683.17,43,4.7,Credit Card,In-Store
2023-05-12,East,Toys,Puzzle,6,40.92,5,178.22,45.45,40,3.9,E-Wallet,In-Store
2023-05-12,South,Toys,Board Game,3,32.4,0,74.27,16.23,22,3.7,Credit Card,In-Store
2023-05-12,East,Electronics,Tablet,7,374.06,0,2000.81,541.93,27,5.0,E-Wallet,Online
2023-05-13,East,Food,Bakery,6,24.84,10,101.77,21.04,50,4.7,E-Wallet,Online
2023-05-13,East,Food,Dairy,5,27.29,20,82.82,36.22,51,4.7,E-Wallet,In-Store
2023-05-13,Central,Toys,Board Game,5,41.28,0,156.59,69.01,33,3.3,E-Wallet,Online
2023-05-14,South,Furniture,Shelf,3,332.88,0,752.12,170.38,40,4.8,Bank Transfer,Online
2023-05-14,Central,Electronics,Headphones,5,468.07,25,1321.95,298.17,24,4.4,Cash,Online
2023-05-15,Central,Toys,Action Figure,7,45.23,0,236.77,100.21,37,3.2,E-Wallet,In-Store
2023-05-15,North,Toys,Puzzle,6,36.38,5,155.07,55.92,52,4.6,Credit Card,In-Store
2023-05-15,North,Electronics,Tablet,8,385.39,5,2190.16,528.16,59,3.0,Credit Card,Online
2023-05-16,North,Electronics,Headphones,2,494.2,0,733.84,306.65,36,2.1,E-Wallet,Online
2023-05-16,North,Food,Beverages,3,26.06,10,52.24,20.01,33,2.7,E-Wallet,Online
2023-05-16,North,Furniture,Shelf,6,244.03,20,869.67,243.29,19,4.0,Credit Card,In-Store
2023-05-17,West,Furniture,Sofa,7,297.07,5,1456.41,297.87,30,5.0,Credit Card,Online
2023-05-17,North,Electronics,Tablet,9,383.88,10,2292.33,574.72,37,4.4,Credit Card,Online
2023-05-17,South,Clothing,Jacket,6,63.94,10,254.55,65.08,35,4.0,E-Wallet,Online
2023-05-18,West,Toys,Doll,10,39.92,5,277.6,101.14,30,5.0,Credit Card,Online
2023-05-18,North,Toys,Action Figure,2,44.26,0,64.81,18.45,53,4.4,Credit Card,Online
2023-05-19,West,Electronics,Smartphone,4,541.26,10,1416.58,597.41,43,4.9,Credit Card,In-Store
2023-05-19,South,Clothing,T-Shirt,6,56.99,5,236.16,47.69,35,4.9,Credit Card,Online
2023-05-19,North,Food,Bakery,5,32.03,0,116.42,38.4,46,3.7,E-Wallet,In-Store
2023-05-20,West,Electronics,Laptop,3,480.52,20,832.65,241.72,37,4.0,Bank Transfer,Online
2023-05-20,East,Electronics,Tablet,5,499.12,15,1531.55,353.72,58,3.4,Credit Card,Online
2023-05-20,Central,Toys,Board Game,3,45.61,25,74.1,33.33,27,5.0,Credit Card,Online
2023-05-21,West,Electronics,Headphones,4,510.01,0,1462.92,301.37,42,3.0,E-Wallet,In-Store
2023-05-21,West,Electronics,Laptop,10,474.97,15,2895.09,1042.84,18,3.5,E-Wallet,In-Store
2023-05-21,South,Electronics,Tablet,6,456.47,10,1767.61,645.36,32,4.0,Credit Card,In-Store
2023-05-22,North,Toys,Puzzle,3,33.08,25,53.01,21.93,39,4.3,Credit Card,Online
2023-05-22,West,Food,Beverages,7,20.28,20,80.88,19.04,33,4.7,Bank Transfer,Online
2023-05-23,West,Food,Snacks,7,24.47,25,90.91,21.12,23,4.3,E-Wallet,Online
2023-05-23,Central,Electronics,Laptop,7,435.07,25,1616.1,719.17,28,4.0,Bank Transfer,Online
2023-05-23,South,Toys,Board Game,5,39.75,0,140.64,61.33,24,4.6,Credit Card,Online
2023-05-24,South,Food,Snacks,9,21.73,10,123.71,27.27,36,4.8,E-Wallet,Online
2023-05-24,West,Food,Bakery,6,29.23,0,123.26,51.68,48,2.6,E-Wallet,Online
2023-05-24,South,Food,Dairy,9,30.71,10,174.85,51.54,33,5.0,E-Wallet,In-Store
2023-05-25,Central,Toys,Puzzle,10,50.77,25,265.92,78.47,61,3.9,Bank Transfer,In-Store
2023-05-25,Central,Toys,Action Figure,6,41.85,0,175.33,40.78,40,5.0,Credit Card,Online
2023-05-25,South,Electronics,Laptop,7,517.69,10,2277.53,698.83,18,3.6,E-Wallet,Online
2023-05-26,West,Furniture,Chair,7,368.33,10,1610.04,549.82,42,3.3,Credit Card,In-Store
2023-05-26,West,Food,Snacks,7,25.23,0,122.53,25.29,37,4.5,E-Wallet,Online
2023-05-27,North,Furniture,Sofa,7,286.41,0,1382.27,542.95,55,5.0,E-Wallet,In-Store
2023-05-27,Central,Toys,Doll,3,50.73,0,104.94,40.33,37,2.7,E-Wallet,In-Store
2023-05-27,East,Toys,Action Figure,3,42.31,0,87.52,37.53,34,4.7,Credit Card,In-Store
2023-05-28,West,Toys,Puzzle,7,41.95,10,181.06,37.33,64,4.4,Credit Card,Online
2023-05-28,South,Furniture,Shelf,9,266.76,5,1562.72,427.26,18,4.1,Credit Card,In-Store
2023-05-28,Central,Toys,Doll,7,34.16,0,163.85,73.24,33,5.0,Credit Card,In-Store
2023-05-29,South,Electronics,Headphones,9,549.47,25,2525.63,691.82,41,2.7,Credit Card,Online
2023-05-29,North,Toys,Action Figure,6,44.28,10,162.83,56.82,32,5.0,Bank Transfer,In-Store
2023-05-29,Central,Clothing,Jacket,7,57.77,5,261.62,54.45,18,4.9,Cash,Online
2023-05-30,North,Furniture,Shelf,9,268.76,0,1637.19,623.2,43,5.0,Cash,In-Store
2023-05-30,South,Clothing,Shoes,3,64.66,10,118.17,32.19,32,5.0,E-Wallet,Online
2023-05-31,Central,Toys,Doll,9,43.68,5,251.27,73.66,36,4.3,E-Wallet,Online
2023-05-31,Central,Electronics,Headphones,3,406.57,10,738.61,330.15,54,3.9,Cash,In-Store
2023-05-31,East,Food,Beverages,9,30.64,10,167.0,38.19,41,3.6,Credit Card,Online
2023-06-01,East,Toys,Puzzle,4,33.69,0,90.13,37.41,29,4.5,Credit Card,Online
2023-06-01,South,Electronics,Headphones,10,440.12,20,2355.27,669.14,43,4.2,Cash,Online
2023-06-01,South,Furniture,Shelf,8,342.06,5,1738.97,445.37,32,3.9,E-Wallet,Online
2023-06-02,South,Clothing,Jacket,8,56.22,5,284.2,83.06,34,3.7,E-Wallet,In-Store
2023-06-02,West,Clothing,Shoes,5,72.83,25,181.65,77.33,47,3.9,E-Wallet,Online
2023-06-03,West,Clothing,T-Shirt,9,70.2,5,396.95,81.85,29,4.7,E-Wallet,Online
2023-06-03,West,Furniture,Chair,4,358.35,10,853.25,333.45,45,4.1,E-Wallet,Online
2023-06-03,West,Electronics,Smartphone,6,386.8,10,1381.47,404.82,35,5.0,Bank Transfer,Online
2023-06-04,North,Furniture,Shelf,4,261.08,0,686.94,172.22,31,2.9,E-Wallet,In-Store
2023-06-04,East,Clothing,Jeans,5,56.59,25,139.6,30.04,31,4.8,Credit Card,Online
2023-06-04,North,Toys,Action Figure,3,42.36,5,79.41,23.74,30,3.3,Credit Card,In-Store
2023-06-05,East,Food,Snacks,3,29.35,5,54.73,21.08,39,5.0,Cash,Online
2023-06-05,South,Furniture,Sofa,6,365.48,20,1147.78,276.43,34,5.0,E-Wallet,Online
2023-06-05,Central,Furniture,Sofa,10,345.65,5,2148.4,879.11,55,2.9,E-Wallet,In-Store
2023-06-06,South,Electronics,Smartphone,7,568.93,10,2332.85,1036.79,26,3.5,Credit Card,Online
2023-06-06,North,Electronics,Laptop,6,526.22,15,1746.71,389.45,45,3.5,E-Wallet,Online
2023-06-07,North,Furniture,Shelf,2,285.94,0,370.32,113.37,52,5.0,Credit Card,Online
2023-06-07,West,Clothing,Jacket,7,55.95,0,253.62,109.71,60,3.5,Bank Transfer,Online
2023-06-07,East,Food,Beverages,7,28.7,0,130.1,39.69,27,4.6,Cash,Online
2023-06-08,North,Electronics,Headphones,4,403.4,20,831.76,344.14,51,3.7,Credit Card,In-Store
2023-06-08,North,Clothing,Jacket,5,50.78,0,163.6,72.34,40,4.9,Credit Card,Online
2023-06-08,West,Toys,Doll,5,42.64,0,137.39,57.82,51,4.9,Credit Card,Online
2023-06-09,North,Electronics,Laptop,5,544.87,0,1746.97,447.62,29,5.0,Credit Card,In-Store
2023-06-09,West,Clothing,Shoes,6,51.04,0,196.38,51.27,36,3.9,E-Wallet,In-Store
2023-06-09,West,Clothing,T-Shirt,8,71.76,10,331.3,99.03,33,4.1,Credit Card,Online
2023-06-10,North,Food,Dairy,8,30.14,25,115.44,45.91,32,4.2,E-Wallet,Online
2023-06-10,North,Food,Beverages,6,26.03,0,99.68,26.44,38,4.0,Credit Card,Online
2023-06-11,Central,Toys,Doll,14,33.15,5,280.1,97.47,70,3.7,Credit Card,Online
2023-06-11,South,Clothing,T-Shirt,9,53.24,15,258.77,83.4,46,4.9,E-Wallet,Online
2023-06-11,South,Clothing,Jacket,3,69.22,5,125.35,28.28,33,3.5,Cash,Online
2023-06-12,West,Food,Snacks,4,28.9,20,58.5,19.63,34,4.1,Cash,Online
2023-06-12,Central,Electronics,Laptop,6,562.13,5,2026.91,594.71,45,4.2,Credit Card,Online
2023-06-12,Central,Electronics,Laptop,10,491.1,0,3106.69,651.04,35,4.4,Credit Card,Online
2023-06-13,West,Furniture,Sofa,8,258.62,25,977.45,329.55,35,3.3,Credit Card,Online
2023-06-13,South,Food,Beverages,7,21.52,5,90.14,27.93,23,3.9,Cash,Online
2023-06-13,North,Furniture,Table,8,348.17,0,1754.56,533.21,37,4.0,Credit Card,Online
2023-06-14,West,Food,Beverages,6,22.3,0,83.93,32.72,18,4.6,Cash,In-Store
2023-06-14,East,Toys,Puzzle,7,38.57,25,127.03,33.76,18,4.1,E-Wallet,In-Store
2023-06-15,South,Clothing,Jacket,5,62.62,15,166.3,44.63,33,4.1,Credit Card,In-Store
2023-06-15,Central,Toys,Puzzle,4,32.5,5,77.17,30.6,46,4.1,Bank Transfer,Online
2023-06-15,North,Food,Beverages,8,23.11,15,98.21,43.87,58,4.9,Credit Card,In-Store
2023-06-16,East,Clothing,Jeans,7,60.24,5,249.39,49.94,43,2.4,E-Wallet,Online
2023-06-16,North,Electronics,Headphones,5,422.92,0,1316.5,401.01,44,4.1,E-Wallet,Online
2023-06-16,East,Electronics,Laptop,6,390.68,10,1313.45,531.61,39,5.0,Credit Card,In-Store
2023-06-17,North,Furniture,Shelf,6,349.2,10,1169.8,443.48,48,3.4,Bank Transfer,In-Store
2023-06-17,North,Food,Bakery,4,30.16,5,71.11,21.02,40,3.4,Cash,Online
2023-06-17,North,Food,Beverages,3,23.22,0,43.21,17.96,42,5.0,Credit Card,Online
2023-06-18,East,Electronics,Headphones,2,534.24,0,660.59,291.11,18,3.7,Cash,Online
2023-06-18,West,Toys,Puzzle,4,39.71,15,83.47,20.9,41,3.8,Bank Transfer,In-Store
2023-06-19,East,Clothing,T-Shirt,3,63.2,15,99.31,26.92,38,4.4,E-Wallet,In-Store
2023-06-19,Central,Toys,Action Figure,7,49.12,10,190.7,71.06,32,1.7,Credit Card,Online
2023-06-19,South,Toys,Action Figure,5,47.0,15,123.09,53.59,33,2.7,Cash,In-Store
2023-06-20,South,Electronics,Laptop,5,541.15,10,1496.08,491.36,20,4.6,Credit Card,Online
2023-06-20,Central,Electronics,Laptop,8,390.79,20,1536.55,585.35,45,4.0,Cash,In-Store
2023-06-20,North,Electronics,Smartphone,5,375.69,0,1154.03,404.55,41,3.9,Cash,In-Store
2023-06-21,Central,Furniture,Chair,4,374.01,5,870.64,332.15,38,3.6,Credit Card,Online
2023-06-21,North,Toys,Doll,5,39.76,5,115.68,46.99,40,3.8,Cash,Online
2023-06-22,Central,Food,Beverages,5,23.6,0,72.09,25.46,21,5.0,Bank Transfer,Online
2023-06-22,North,Clothing,T-Shirt,6,69.74,10,230.08,48.03,60,4.2,Cash,In-Store
2023-06-22,Central,Furniture,Table,7,365.46,20,1250.33,479.43,50,5.0,E-Wallet,Online
2023-06-23,East,Food,Dairy,4,30.78,5,71.28,26.09,46,3.9,Credit Card,In-Store
2023-06-23,Central,Toys,Action Figure,5,38.32,20,93.41,34.34,57,4.2,Bank Transfer,Online
2023-06-23,North,Electronics,Smartphone,4,551.75,5,1277.67,421.54,40,4.3,Credit Card,In-Store
2023-06-24,East,Toys,Board Game,3,32.82,5,56.86,13.6,34,4.5,Cash,Online
2023-06-24,Central,Clothing,Shoes,1,49.49,10,27.08,9.46,41,3.4,E-Wallet,Online
2023-06-24,East,Furniture,Chair,6,333.53,0,1216.64,302.29,57,4.0,E-Wallet,Online
2023-06-25,East,Furniture,Sofa,5,249.47,5,718.87,302.82,26,3.6,Credit Card,Online
2023-06-25,West,Clothing,Jeans,8,57.74,10,252.2,57.07,57,5.0,Cash,Online
2023-06-26,East,Food,Snacks,2,28.41,20,27.52,11.11,20,2.8,E-Wallet,In-Store
2023-06-26,East,Food,Dairy,4,24.22,10,52.78,23.23,44,4.6,Credit Card,Online
2023-06-26,East,Furniture,Chair,6,266.94,0,969.74,397.99,51,3.4,E-Wallet,Online
2023-06-27,Central,Furniture,Chair,6,282.2,0,1023.36,411.71,46,3.1,Credit Card,Online
2023-06-27,North,Electronics,Headphones,8,462.95,25,1678.83,542.05,51,4.0,Credit Card,Online
2023-06-27,South,Food,Snacks,3,25.94,5,44.69,15.08,36,5.0,Credit Card,Online
2023-06-28,Central,Clothing,Shoes,5,71.49,20,172.56,46.77,21,3.7,Credit Card,In-Store
2023-06-28,Central,Food,Dairy,5,29.38,5,84.2,36.82,51,2.6,E-Wallet,Online
2023-06-28,East,Electronics,Tablet,5,462.78,10,1256.66,409.13,62,3.3,Cash,Online
2023-06-29,East,Furniture,Table,7,366.85,10,1392.68,510.95,35,4.2,Cash,In-Store
2023-06-29,South,Furniture,Chair,9,257.14,0,1394.52,407.65,46,2.7,Credit Card,Online
2023-06-30,North,Electronics,Smartphone,7,417.45,10,1582.88,695.01,27,4.7,Credit Card,In-Store
2023-06-30,East,Clothing,Jeans,6,72.84,5,249.88,110.27,26,2.8,Cash,Online
2023-06-30,South,Furniture,Chair,4,296.7,10,642.86,220.62,39,3.7,Credit Card,Online
2023-07-01,East,Toys,Board Game,3,51.62,15,79.15,19.56,28,4.9,E-Wallet,In-Store
2023-07-01,North,Furniture,Chair,8,309.94,0,1490.83,420.75,39,3.6,Bank Transfer,Online
2023-07-01,Central,Toys,Action Figure,4,47.84,10,103.55,46.16,75,2.9,E-Wallet,Online
2023-07-02,Central,Electronics,Smartphone,7,450.52,0,1894.62,768.04,28,3.9,Cash,In-Store
2023-07-02,West,Electronics,Headphones,3,455.61,0,821.16,322.98,42,3.6,E-Wallet,Online
2023-07-02,East,Furniture,Chair,8,297.43,10,1286.56,442.88,18,5.0,Bank Transfer,Online
2023-07-03,South,Food,Beverages,5,28.99,0,87.02,26.4,44,4.7,Cash,In-Store
2023-07-03,West,Toys,Doll,10,42.95,10,232.09,91.88,28,4.5,E-Wallet,In-Store
2023-07-04,West,Clothing,Jeans,10,76.31,0,458.0,162.3,41,4.0,E-Wallet,Online
2023-07-04,North,Furniture,Table,4,277.63,0,666.49,202.62,41,3.8,E-Wallet,In-Store
2023-07-04,Central,Clothing,Jacket,11,51.02,0,336.8,119.27,39,3.8,E-Wallet,Online
2023-07-05,West,Furniture,Shelf,9,298.99,0,1614.6,668.78,25,2.6,E-Wallet,Online
2023-07-05,Central,Food,Beverages,4,27.71,15,56.53,18.49,34,4.2,E-Wallet,In-Store
2023-07-05,West,Food,Beverages,7,30.76,10,116.28,42.91,41,3.5,E-Wallet,Online
2023-07-06,East,Food,Bakery,6,24.33,20,70.06,16.39,34,4.1,Cash,Online
2023-07-06,South,Food,Snacks,5,28.17,0,84.52,21.64,56,4.0,E-Wallet,Online
2023-07-06,Central,Electronics,Laptop,2,438.79,15,447.58,180.12,38,3.8,Credit Card,In-Store
2023-07-07,Central,Electronics,Smartphone,4,498.87,10,1077.77,443.87,25,4.8,E-Wallet,Online
2023-07-07,North,Toys,Action Figure,6,49.7,0,178.94,64.97,43,3.1,Credit Card,Online
2023-07-08,North,Clothing,T-Shirt,6,54.94,10,178.11,61.8,18,3.7,Cash,Online
2023-07-08,South,Furniture,Sofa,8,300.64,10,1299.48,281.98,63,3.8,E-Wallet,Online
2023-07-08,West,Furniture,Shelf,3,388.99,5,665.55,249.31,18,5.0,E-Wallet,Online
2023-07-09,Central,Electronics,Tablet,5,555.43,10,1501.35,349.97,49,4.1,Credit Card,In-Store
2023-07-09,North,Furniture,Sofa,5,324.7,5,926.43,299.86,47,4.0,Credit Card,Online
2023-07-09,East,Electronics,Headphones,5,476.24,0,1430.34,326.97,23,4.7,Bank Transfer,Online
2023-07-10,South,Toys,Board Game,9,37.69,5,193.73,53.18,45,3.6,Credit Card,Online
2023-07-10,Central,Clothing,Jacket,10,63.52,20,305.46,83.36,29,4.9,Credit Card,In-Store
2023-07-10,West,Toys,Board Game,7,48.96,5,195.74,62.69,35,4.4,E-Wallet,Online
2023-07-11,West,Food,Dairy,4,28.56,5,65.31,15.67,44,5.0,E-Wallet,In-Store
2023-07-11,East,Food,Bakery,6,23.63,10,76.77,29.66,37,3.8,E-Wallet,In-Store
2023-07-12,South,Food,Dairy,6,22.52,15,69.18,15.44,24,4.0,E-Wallet,Online
2023-07-12,South,Toys,Puzzle,5,37.3,10,101.13,29.41,43,4.2,E-Wallet,In-Store
2023-07-12,North,Furniture,Sofa,4,265.46,0,639.68,217.7,35,4.0,Bank Transfer,Online
2023-07-13,Central,Clothing,Jacket,3,50.87,10,82.85,16.94,36,4.7,E-Wallet,Online
2023-07-13,West,Food,Bakery,4,25.24,5,57.86,13.57,37,3.9,Credit Card,In-Store
2023-07-13,Central,Food,Bakery,4,21.42,5,49.09,12.62,20,3.3,Cash,In-Store
2023-07-14,Central,Food,Dairy,7,22.15,10,84.3,32.16,23,5.0,E-Wallet,In-Store
2023-07-14,East,Clothing,Shoes,7,64.42,10,245.2,50.65,30,5.0,Cash,Online
2023-07-15,West,Food,Beverages,3,22.06,15,34.04,9.0,43,2.8,Credit Card,In-Store
2023-07-15,Central,Clothing,Shoes,3,49.92,10,81.57,24.36,25,4.5,Cash,In-Store
2023-07-15,West,Food,Bakery,4,23.97,10,52.22,11.46,53,4.7,E-Wallet,Online
2023-07-16,North,Toys,Doll,11,36.41,5,230.69,94.46,40,4.2,Cash,In-Store
2023-07-16,East,Toys,Doll,2,42.31,0,51.31,21.31,42,5.0,E-Wallet,In-Store
2023-07-16,North,Clothing,T-Shirt,5,51.07,25,116.13,35.89,33,3.2,E-Wallet,Online
2023-07-17,Central,Toys,Puzzle,4,47.04,5,108.61,47.33,18,3.6,Credit Card,In-Store
2023-07-17,East,Clothing,T-Shirt,9,75.19,10,370.07,105.1,44,4.2,Cash,In-Store
2023-07-17,North,Toys,Board Game,2,46.87,15,48.42,18.87,28,4.9,Credit Card,In-Store
